ArrayExpress_Sex_s	ArrayExpress_Species_s	ArrayExpress_StrainOrLine_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Description_s	Sample_Name_s	Strain_s	sample_description_s	strain_s	Assay_Type_s	BioProject_s	Consent_s	LibrarySelection_s	LibrarySource_s	Platform_s	SRA_Study_s
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094549	339	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	3940	2525	Mus musculus musculus	2012-05-18	ERR118275	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094550	339	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4287	2642	Mus musculus	2012-05-18	ERR118276	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX067755	339	Illumina HiSeq 2000	PAIRED	3888061	2014-09-07	3794	2074	Mus musculus castaneus	2012-04-15	ERR089786	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094552	339	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	3942	2533	Mus musculus castaneus	2012-05-18	ERR118278	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX067750	336	Illumina HiSeq 2000	PAIRED	3888056	2014-09-07	3859	1969	Mus musculus	2012-04-15	ERR089781	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094554	339	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	3783	2328	Mus musculus	2012-05-18	ERR118280	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094555	339	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	3510	2120	Mus musculus	2012-05-18	ERR118281	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094556	338	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4736	2985	Mus musculus	2012-05-18	ERR118282	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094557	338	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	4578	2969	Mus musculus musculus	2012-05-18	ERR118283	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX067749	336	Illumina HiSeq 2000	PAIRED	3888055	2014-09-07	4174	2182	Mus musculus	2012-04-15	ERR089780	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094559	338	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	4610	2929	Mus musculus	2012-05-18	ERR118285	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094560	338	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	4585	2982	Mus musculus castaneus	2012-05-18	ERR118286	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094561	338	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	4499	2833	Mus musculus	2012-05-18	ERR118287	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094562	338	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4409	2760	Mus musculus	2012-05-18	ERR118288	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094563	338	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	4076	2507	Mus musculus	2012-05-18	ERR118289	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094564	337	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4689	2888	Mus musculus	2012-05-18	ERR118290	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094565	337	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	4525	2882	Mus musculus musculus	2012-05-18	ERR118291	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094566	337	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4953	3030	Mus musculus	2012-05-18	ERR118292	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094567	337	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	4565	2835	Mus musculus	2012-05-18	ERR118293	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX067748	336	Illumina HiSeq 2000	PAIRED	3888062	2014-09-07	4240	2232	Mus musculus	2012-04-15	ERR089779	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094569	337	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	4451	2737	Mus musculus	2012-05-18	ERR118295	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094570	337	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4358	2664	Mus musculus	2012-05-18	ERR118296	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX067739	338	Illumina HiSeq 2000	PAIRED	3888061	2014-09-07	3727	1999	Mus musculus castaneus	2012-04-15	ERR089770	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094572	337	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4664	2880	Mus musculus	2012-05-18	ERR118298	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094573	337	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	4504	2874	Mus musculus musculus	2012-05-18	ERR118299	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094574	337	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4926	3024	Mus musculus	2012-05-18	ERR118300	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094575	337	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	4541	2830	Mus musculus	2012-05-18	ERR118301	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094576	337	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	4514	2888	Mus musculus castaneus	2012-05-18	ERR118302	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX067738	338	Illumina HiSeq 2000	PAIRED	3888060	2014-09-07	3768	1961	Mus musculus	2012-04-15	ERR089769	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094578	337	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4340	2661	Mus musculus	2012-05-18	ERR118304	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094579	337	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	4019	2418	Mus musculus	2012-05-18	ERR118305	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094580	338	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4690	2894	Mus musculus	2012-05-18	ERR118306	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX067736	338	Illumina HiSeq 2000	PAIRED	3888058	2014-09-07	3752	2003	Mus musculus musculus	2012-04-15	ERR089767	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094582	338	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4955	3039	Mus musculus	2012-05-18	ERR118308	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094583	338	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	4566	2842	Mus musculus	2012-05-18	ERR118309	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094584	338	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	4538	2896	Mus musculus castaneus	2012-05-18	ERR118310	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094585	338	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	4452	2744	Mus musculus	2012-05-18	ERR118311	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	129S1/SvImJ	mm9	200	SAMEA1463822	SC	ERX094520	338	Illumina HiSeq 2000	PAIRED	3888089	2014-09-22	6640	4167	Mus musculus	2012-05-18	ERR118246	ERS076385	129S1/SvImJ	129S1_SvImJ-sc-2012-12-20T14:18:07Z-1278947	129S1/SvImJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094587	338	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	4046	2432	Mus musculus	2012-05-18	ERR118313	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094588	338	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4701	2898	Mus musculus	2012-05-18	ERR118314	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094589	338	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	4543	2895	Mus musculus musculus	2012-05-18	ERR118315	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094590	338	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4964	3042	Mus musculus	2012-05-18	ERR118316	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	NZO/HlLtJ	mm9	200	SAMEA1463827	SC	ERX094522	338	Illumina HiSeq 2000	PAIRED	3888091	2014-09-22	6883	4353	Mus musculus	2012-05-18	ERR118248	ERS076387	NZO/HlLtJ	NZO_HlLtJ-sc-2012-12-20T14:19:28Z-1278949	NZO/HlLtJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094592	338	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	4553	2910	Mus musculus castaneus	2012-05-18	ERR118318	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094593	338	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	4468	2751	Mus musculus	2012-05-18	ERR118319	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094594	338	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4370	2674	Mus musculus	2012-05-18	ERR118320	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094595	338	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	4050	2432	Mus musculus	2012-05-18	ERR118321	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX094596	337	Illumina HiSeq 2000	PAIRED	3888057	2014-09-22	4714	2937	Mus musculus	2012-05-18	ERR118322	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus musculus	PWK/PhJ	mm9	200	SAMEA1094244	SC	ERX094597	337	Illumina HiSeq 2000	PAIRED	3888058	2014-09-22	4558	2932	Mus musculus musculus	2012-05-18	ERR118323	ERS076378	PWK/PhJ	PWK_PhJ-sc-2012-12-20T14:12:56Z-1278940	PWK/PhJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	CBA/J	mm9	200	SAMEA1094239	SC	ERX094598	337	Illumina HiSeq 2000	PAIRED	3888059	2014-09-22	4976	3083	Mus musculus	2012-05-18	ERR118324	ERS076379	CBA/J	CBA_J-sc-2012-12-20T14:13:49Z-1278941	CBA/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094599	337	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	4591	2887	Mus musculus	2012-05-18	ERR118325	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX094600	337	Illumina HiSeq 2000	PAIRED	3888061	2014-09-22	4575	2951	Mus musculus castaneus	2012-05-18	ERR118326	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094601	337	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	4482	2790	Mus musculus	2012-05-18	ERR118327	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094602	337	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4380	2709	Mus musculus	2012-05-18	ERR118328	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C57BL/6NJ	mm9	200	SAMEA1094237	SC	ERX094603	337	Illumina HiSeq 2000	PAIRED	3888056	2014-09-22	4059	2464	Mus musculus	2012-05-18	ERR118329	ERS076384	C57BL/6NJ	C57BL_6NJ-sc-2012-12-20T14:17:30Z-1278946	C57BL/6NJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	NOD/ShiLtJ	mm9	200	SAMEA1463823	SC	ERX094524	338	Illumina HiSeq 2000	PAIRED	3888093	2014-09-22	5972	3764	Mus musculus	2012-05-18	ERR118250	ERS076389	NOD/ShiLtJ	NOD_ShiLtJ-sc-2012-12-20T14:21:12Z-1278951	NOD/ShiLtJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	NZO/HlLtJ	mm9	200	SAMEA1463827	SC	ERX094527	339	Illumina HiSeq 2000	PAIRED	3888091	2014-09-22	6123	3990	Mus musculus	2012-05-18	ERR118253	ERS076387	NZO/HlLtJ	NZO_HlLtJ-sc-2012-12-20T14:19:28Z-1278949	NZO/HlLtJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus spretus	SPRET/EiJ	mm9	200	SAMEA1463826	SC	ERX094528	339	Illumina HiSeq 2000	PAIRED	3888092	2014-09-22	5531	3839	Mus spretus	2012-05-18	ERR118254	ERS076388	SPRET/EiJ	SPRET_EiJ-sc-2012-12-20T14:20:35Z-1278950	SPRET/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	BALB/cJ	mm9	200	SAMEA1463828	SC	ERX094531	339	Illumina HiSeq 2000	PAIRED	3888090	2014-09-22	5251	3368	Mus musculus	2012-05-18	ERR118257	ERS076386	BALB/cJ	BALB_cJ_-sc-2012-12-20T14:18:47Z-1278948	BALB/cJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX110286	317	Illumina HiSeq 2000	PAIRED	4505650	2014-09-29	3629	2144	Mus musculus castaneus	2012-08-04	ERR134268	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus spretus	SPRET/EiJ	mm9	200	SAMEA1463826	SC	ERX094538	338	Illumina HiSeq 2000	PAIRED	3888092	2014-09-22	6242	4265	Mus spretus	2012-05-18	ERR118264	ERS076388	SPRET/EiJ	SPRET_EiJ-sc-2012-12-20T14:20:35Z-1278950	SPRET/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX110288	317	Illumina HiSeq 2000	PAIRED	4505626	2014-09-29	5517	3112	Mus musculus	2012-08-04	ERR134270	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	NOD/ShiLtJ	mm9	200	SAMEA1463823	SC	ERX094539	338	Illumina HiSeq 2000	PAIRED	3888093	2014-09-22	5974	3819	Mus musculus	2012-05-18	ERR118265	ERS076389	NOD/ShiLtJ	NOD_ShiLtJ-sc-2012-12-20T14:21:12Z-1278951	NOD/ShiLtJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	DBA/2J	mm9	200	SAMEA1094243	SC	ERX110290	317	Illumina HiSeq 2000	PAIRED	4505698	2014-09-29	3819	2075	Mus musculus	2012-08-04	ERR134272	ERS075663	DBA/2J	Mus_musculus-sc-2012-12-20T11:42:32Z-1278939	DBA/2J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX094546	338	Illumina HiSeq 2000	PAIRED	3888055	2014-09-22	4418	2736	Mus musculus	2012-05-18	ERR118272	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	WSB/EiJ	mm9	200	SAMEA1094238	SC	ERX094551	339	Illumina HiSeq 2000	PAIRED	3888060	2014-09-22	3966	2480	Mus musculus	2012-05-18	ERR118277	ERS076380	WSB/EiJ	WSB_EiJ-sc-2012-12-20T14:14:29Z-1278942	WSB/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX094553	339	Illumina HiSeq 2000	PAIRED	3888062	2014-09-22	3871	2397	Mus musculus	2012-05-18	ERR118279	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus castaneus	CAST/EiJ	mm9	200	SAMEA1094240	SC	ERX110294	317	Illumina HiSeq 2000	PAIRED	4505650	2014-09-29	3433	1940	Mus musculus castaneus	2012-08-04	ERR134276	ERS076381	CAST/EiJ	CAST_EiJ-sc-2012-12-20T14:15:17Z-1278943	CAST/EiJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	LP/J	mm9	200	SAMEA1094242	SC	ERX110295	317	Illumina HiSeq 2000	PAIRED	4505638	2014-09-29	3668	1967	Mus musculus	2012-08-04	ERR134277	ERS076382	LP/J	LP_J-sc-2012-12-20T14:15:58Z-1278944	LP/J			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
female	Mus musculus	C3H/HeJ	mm9	200	SAMEA1094241	SC	ERX110296	317	Illumina HiSeq 2000	PAIRED	4505626	2014-09-29	5231	2807	Mus musculus	2012-08-04	ERR134278	ERS076383	C3H/HeJ	C3H_HeJ-sc-2012-12-20T14:16:43Z-1278945	C3H/HeJ			WGS	PRJEB2695	public	RANDOM	GENOMIC	ILLUMINA	ERP000927
